geoid,geoid20,year,denom_total_pop,traffic_impacts,traffic_impacts_pctile
1400000US06037482304,6037482304,2017,3556,650.39001,21
1400000US06037102107,6037102107,2017,3851,1255.63,62
1400000US06037534406,6037534406,2017,4754,2155.6899,85
1400000US06037430502,6037430502,2017,6745,255.58,3
1400000US06037111206,6037111206,2017,4490,1890.39,81
1400000US06037183820,6037183820,2017,3464,1524.36,72
1400000US06037239602,6037239602,2017,3313,4700.4102,100
1400000US06037575202,6037575202,2017,4916,1048.54,52
1400000US06037211922,6037211922,2017,3389,1564.01,73
1400000US06037401801,6037401801,2017,4370,1266.28,63
1400000US06037431701,6037431701,2017,6894,611.65997,18
1400000US06037434001,6037434001,2017,4268,971.38,47
1400000US06037267102,6037267102,2017,3416,1104.02,55
1400000US06037401802,6037401802,2017,3008,1266.28,63
1400000US06037402403,6037402403,2017,5381,617.03003,19
1400000US06037670702,6037670702,2017,5477,380.59,5
1400000US06037267101,6037267101,2017,2671,1104.02,55
1400000US06037407102,6037407102,2017,5445,561.34003,15
1400000US06037432601,6037432601,2017,6564,689.84003,24
1400000US06037463602,6037463602,2017,5051,765.53998,31
1400000US06037432802,6037432802,2017,5821,2198.8301,85
1400000US06037543502,6037543502,2017,4560,1571.45,74
1400000US06037205120,6037205120,2017,3618,887.21002,40
1400000US06037431502,6037431502,2017,4304,537.88,13
1400000US06037550700,6037550700,2017,6921,2263.8899,86
1400000US06037203200,6037203200,2017,4844,3342.4399,97
1400000US06037272301,6037272301,2017,2941,900.52002,41
1400000US06037124902,6037124902,2017,2766,836.70001,36
1400000US06037576903,6037576903,2017,3802,1181.92,60
1400000US06037122000,6037122000,2017,5446,2435.26,89
1400000US06037504200,6037504200,2017,5642,670.20001,23
1400000US06037221602,6037221602,2017,2816,3802.46,99
1400000US06037670418,6037670418,2017,3879,467.64001,9
1400000US06037203100,6037203100,2017,4839,2969.9099,95
1400000US06037530801,6037530801,2017,6325,2413.1399,88
1400000US06037123205,6037123205,2017,2645,989.17999,48
1400000US06037117408,6037117408,2017,2830,3088.8701,96
1400000US06037536202,6037536202,2017,3039,1659.89,76
1400000US06037530302,6037530302,2017,6556,1339.86,66
1400000US06037127604,6037127604,2017,2939,1927.3,82
1400000US06037577800,6037577800,2017,4269,2742.1299,92
1400000US06037125310,6037125310,2017,4750,903.25,41
1400000US06037920116,6037920116,2017,5181,1110.95,56
1400000US06037201301,6037201301,2017,3442,578.39001,16
1400000US06037407302,6037407302,2017,3501,815.39001,35
1400000US06037191820,6037191820,2017,2647,1482.79,71
1400000US06037403317,6037403317,2017,5019,1196.5601,60
1400000US06037603600,6037603600,2017,4037,1003.27,49
1400000US06037481001,6037481001,2017,3842,1096.42,55
1400000US06037531302,6037531302,2017,6709,3299.97,97
1400000US06037550901,6037550901,2017,3762,999.34998,49
1400000US06037910213,6037910213,2017,1371,1048.45,52
1400000US06037137302,6037137302,2017,4338,727.72998,28
1400000US06037431200,6037431200,2017,6439,528.46002,12
1400000US06037276000,6037276000,2017,5396,2494.73,89
1400000US06037577700,6037577700,2017,4504,2150.28,85
1400000US06037572301,6037572301,2017,3795,2129.72,84
1400000US06037228310,6037228310,2017,4449,709.72998,26
1400000US06037188201,6037188201,2017,3270,1824.47,80
1400000US06037201601,6037201601,2017,2288,704.06,26
1400000US06037533501,6037533501,2017,3090,1361.8,67
1400000US06037576503,6037576503,2017,4454,709.45001,26
1400000US06037209510,6037209510,2017,2692,1467.23,71
1400000US06037407701,6037407701,2017,5447,783.26001,32
1400000US06037552601,6037552601,2017,5720,639.03003,20
1400000US06037910302,6037910302,2017,6162,392.82999,6
1400000US06037135113,6037135113,2017,2795,628.78998,20
1400000US06037553701,6037553701,2017,4176,2498.3601,89
1400000US06037553100,6037553100,2017,6298,1798.58,79
1400000US06037128802,6037128802,2017,4325,1132.87,57
1400000US06037207103,6037207103,2017,2077,1278.38,64
1400000US06037208610,6037208610,2017,4195,1102.76,55
1400000US06037188100,6037188100,2017,4076,3118.8401,96
1400000US06037406500,6037406500,2017,6705,1801.83,79
1400000US06037113213,6037113213,2017,4316,699.78998,25
1400000US06037221210,6037221210,2017,3300,1128.16,57
1400000US06037115202,6037115202,2017,4828,1516.2,72
1400000US06037482201,6037482201,2017,3813,699.12,25
1400000US06037702802,6037702802,2017,2282,3247.9399,96
1400000US06037602504,6037602504,2017,4407,1473.48,71
1400000US06037191901,6037191901,2017,3355,1768.02,79
1400000US06037650200,6037650200,2017,5783,2502.1101,89
1400000US06037186202,6037186202,2017,1974,1296.75,65
1400000US06037311100,6037311100,2017,3897,970.37,47
1400000US06037576301,6037576301,2017,4176,638.28998,20
1400000US06037224410,6037224410,2017,3140,4306.5498,100
1400000US06037293307,6037293307,2017,2306,1055.26,52
1400000US06037405701,6037405701,2017,3853,587.15997,16
1400000US06037541603,6037541603,2017,2983,752.17999,30
1400000US06037543400,6037543400,2017,4090,1988.92,83
1400000US06037296901,6037296901,2017,4127,881.31,39
1400000US06037541801,6037541801,2017,4903,2045.11,83
1400000US06037650001,6037650001,2017,5853,727.40997,28
1400000US06037481712,6037481712,2017,5225,1579.76,74
1400000US06037480804,6037480804,2017,4998,676.96002,24
1400000US06037401202,6037401202,2017,4371,1762.42,79
1400000US06037302201,6037302201,2017,3856,929.87,43
1400000US06037541605,6037541605,2017,5323,569.23999,15
1400000US06037430724,6037430724,2017,4812,1026.66,50
1400000US06037503301,6037503301,2017,3394,627.47998,20
1400000US06037404401,6037404401,2017,3979,2045.88,83
1400000US06037501002,6037501002,2017,4861,469.19,9
1400000US06037117404,6037117404,2017,4279,2842.6599,93
1400000US06037463400,6037463400,2017,5752,709.94,26
1400000US06037551900,6037551900,2017,5344,2337.24,87
1400000US06037535400,6037535400,2017,2822,1094.36,55
1400000US06037542106,6037542106,2017,3226,1631.88,75
1400000US06037480304,6037480304,2017,4098,940.95001,44
1400000US06037106111,6037106111,2017,3153,0,1
1400000US06037208402,6037208402,2017,2775,2676.4299,92
1400000US06037294900,6037294900,2017,3265,1215.4301,61
1400000US06037209403,6037209403,2017,3600,854.85999,37
1400000US06037104322,6037104322,2017,3425,1598.63,74
1400000US06037104321,6037104321,2017,2573,1598.63,74
1400000US06037271400,6037271400,2017,3391,936.15002,44
1400000US06037533403,6037533403,2017,2973,1270.1899,63
1400000US06037482503,6037482503,2017,4357,701.37,25
1400000US06037104703,6037104703,2017,2397,733.44,28
1400000US06037910713,6037910713,2017,5324,348.54001,4
1400000US06037700501,6037700501,2017,3687,837.62,37
1400000US06037433901,6037433901,2017,5593,828.22998,36
1400000US06037463200,6037463200,2017,3403,531.54999,13
1400000US06037531301,6037531301,2017,5601,2802.3101,93
1400000US06037115403,6037115403,2017,3188,1377,68
1400000US06037294120,6037294120,2017,2370,766.96997,31
1400000US06037104822,6037104822,2017,2277,3325.0701,97
1400000US06037191420,6037191420,2017,3365,890.96002,40
1400000US06037239802,6037239802,2017,4902,1077.4,54
1400000US06037573402,6037573402,2017,6430,1317.13,65
1400000US06037650904,6037650904,2017,3329,923.45001,43
1400000US06037408303,6037408303,2017,4068,1366.25,67
1400000US06037700300,6037700300,2017,5623,1246.92,62
1400000US06037123103,6037123103,2017,4165,983.70001,48
1400000US06037552002,6037552002,2017,3721,436.39001,7
1400000US06037296220,6037296220,2017,4307,468.98999,9
1400000US06037910505,6037910505,2017,3064,679.78003,24
1400000US06037650903,6037650903,2017,3774,923.45001,43
1400000US06037552700,6037552700,2017,6985,539.34998,13
1400000US06037123204,6037123204,2017,3449,1087.3199,54
1400000US06037531701,6037531701,2017,5718,1108.16,56
1400000US06037555211,6037555211,2017,5818,1547.0699,73
1400000US06037400602,6037400602,2017,4719,292.26999,3
1400000US06037117530,6037117530,2017,5641,1181.47,60
1400000US06037650701,6037650701,2017,2521,808.84998,34
1400000US06037503000,6037503000,2017,6057,534.29999,13
1400000US06037701902,6037701902,2017,4016,1125.36,56
1400000US06037124203,6037124203,2017,2748,938.84003,44
1400000US06037186100,6037186100,2017,4715,1704.8199,77
1400000US06037501400,6037501400,2017,3978,399.89999,6
1400000US06037670201,6037670201,2017,4136,601.04999,17
1400000US06037542200,6037542200,2017,6962,1834.1,80
1400000US06037125200,6037125200,2017,3524,2298.6299,87
1400000US06037552301,6037552301,2017,4900,1379.41,68
1400000US06037123410,6037123410,2017,4247,1656.55,76
1400000US06037128400,6037128400,2017,4114,2326.3501,87
1400000US06037106113,6037106113,2017,3493,1739.35,78
1400000US06037302504,6037302504,2017,4234,733.21997,28
1400000US06037543601,6037543601,2017,3910,1407.27,69
1400000US06037482701,6037482701,2017,4298,1887.28,81
1400000US06037910404,6037910404,2017,4130,974.42999,47
1400000US06037532900,6037532900,2017,6681,1045.66,51
1400000US06037195710,6037195710,2017,4328,2384.5901,88
1400000US06037231901,6037231901,2017,2568,4034.52,99
1400000US06037572600,6037572600,2017,5370,1210.72,61
1400000US06037231902,6037231902,2017,3400,4034.52,99
1400000US06037131801,6037131801,2017,2665,824.54999,35
1400000US06037551101,6037551101,2017,3926,654.81,22
1400000US06037131802,6037131802,2017,2676,824.54999,35
1400000US06037122410,6037122410,2017,3794,808.32001,34
1400000US06037400603,6037400603,2017,5249,286.17001,3
1400000US06037571900,6037571900,2017,5509,764.51001,31
1400000US06037209810,6037209810,2017,2472,1163.6,58
1400000US06037431900,6037431900,2017,3577,731.34998,28
1400000US06037402002,6037402002,2017,3913,1903.17,81
1400000US06037402902,6037402902,2017,6445,1207.4399,61
1400000US06037536201,6037536201,2017,5112,1863.02,80
1400000US06037120105,6037120105,2017,2812,937.56,44
1400000US06037702803,6037702803,2017,2963,1080.6,54
1400000US06037190802,6037190802,2017,2784,1747.6899,78
1400000US06037551401,6037551401,2017,4245,1220.45,61
1400000US06037551700,6037551700,2017,6547,1482.98,71
1400000US06037910210,6037910210,2017,7103,513.75,12
1400000US06037602512,6037602512,2017,607,2309.1299,87
1400000US06037405202,6037405202,2017,5227,479.59,10
1400000US06037534502,6037534502,2017,4213,819.88,35
1400000US06037481901,6037481901,2017,5770,2665.3799,92
1400000US06037228710,6037228710,2017,4235,967.19,46
1400000US06037403601,6037403601,2017,6672,1987.42,83
1400000US06037620521,6037620521,2017,4097,727.15997,28
1400000US06037550101,6037550101,2017,3274,977.78998,47
1400000US06037406000,6037406000,2017,5059,604.96997,18
1400000US06037535300,6037535300,2017,6251,984.84003,48
1400000US06037530007,6037530007,2017,6678,1118.14,56
1400000US06037218400,6037218400,2017,4714,3633.1399,98
1400000US06037554802,6037554802,2017,6165,530.28003,13
1400000US06037670003,6037670003,2017,5788,1441.79,70
1400000US06037113234,6037113234,2017,4667,1152.35,58
1400000US06037554201,6037554201,2017,4108,1657.52,76
1400000US06037224310,6037224310,2017,2025,1103.5601,55
1400000US06037408003,6037408003,2017,4822,724.59003,28
1400000US06037910212,6037910212,2017,3634,737.77002,29
1400000US06037267800,6037267800,2017,2917,2431.8899,89
1400000US06037910211,6037910211,2017,1048,737.77002,29
1400000US06037402706,6037402706,2017,3901,627.21002,20
1400000US06037183610,6037183610,2017,3275,768.35999,31
1400000US06037293205,6037293205,2017,4071,718.40997,27
1400000US06037530102,6037530102,2017,5116,701.53998,25
1400000US06037293206,6037293206,2017,2671,718.40997,27
1400000US06037183104,6037183104,2017,2041,725.48999,28
1400000US06037310701,6037310701,2017,2361,1725.09,78
1400000US06037541401,6037541401,2017,4384,447.04001,8
1400000US06037575102,6037575102,2017,4510,1015.11,50
1400000US06037197300,6037197300,2017,3909,826.06,36
1400000US06037297202,6037297202,2017,3423,633.98999,20
1400000US06037403408,6037403408,2017,6576,432.70001,7
1400000US06037205110,6037205110,2017,3766,974.29999,47
1400000US06037553201,6037553201,2017,3805,808.03003,34
1400000US06037800206,6037800206,2017,5027,3781.52,99
1400000US06037402406,6037402406,2017,4776,1632.78,75
1400000US06037482522,6037482522,2017,4269,1674.88,76
1400000US06037501504,6037501504,2017,3592,463.89999,9
1400000US06037541402,6037541402,2017,2651,447.04001,8
1400000US06037433903,6037433903,2017,4434,807.76001,34
1400000US06037320201,6037320201,2017,3756,486.76999,10
1400000US06037463601,6037463601,2017,5714,858.42999,38
1400000US06037553202,6037553202,2017,3238,808.03003,34
1400000US06037191620,6037191620,2017,2789,3483.3501,98
1400000US06037535901,6037535901,2017,5757,967.34998,46
1400000US06037211122,6037211122,2017,3075,1587.5699,74
1400000US06037702102,6037702102,2017,6306,1014.09,50
1400000US06037702700,6037702700,2017,3440,1761.35,78
1400000US06037910214,6037910214,2017,6023,320.79999,4
1400000US06037222100,6037222100,2017,3877,1050.9399,52
1400000US06037577606,6037577606,2017,3554,864.78998,38
1400000US06037531201,6037531201,2017,5335,3215.53,96
1400000US06037237600,6037237600,2017,4259,4909.8398,100
1400000US06037577605,6037577605,2017,4701,864.78998,38
1400000US06037430004,6037430004,2017,3626,1882.4,81
1400000US06037536103,6037536103,2017,5516,1081.6899,54
1400000US06037573601,6037573601,2017,6162,551.41998,14
1400000US06037430005,6037430005,2017,3376,1882.4,81
1400000US06037541606,6037541606,2017,2506,564.73999,15
1400000US06037432300,6037432300,2017,3951,811.96997,35
1400000US06037920031,6037920031,2017,5440,654.17999,22
1400000US06037183220,6037183220,2017,4114,923.26001,43
1400000US06037541802,6037541802,2017,5464,2924.9099,94
1400000US06037408623,6037408623,2017,3023,2555.6599,90
1400000US06037535803,6037535803,2017,4458,757.22998,30
1400000US06037920020,6037920020,2017,7052,424.64001,6
1400000US06037207501,6037207501,2017,2218,1366.4399,67
1400000US06037601802,6037601802,2017,4658,909.78998,41
1400000US06037800410,6037800410,2017,3627,696.94,25
1400000US06037533103,6037533103,2017,4727,959.28998,46
1400000US06037197420,6037197420,2017,3509,1132.98,57
1400000US06037702201,6037702201,2017,4483,951.04999,45
1400000US06037551802,6037551802,2017,3676,2171.23,85
1400000US06037212202,6037212202,2017,3612,1673.37,76
1400000US06037650605,6037650605,2017,2763,790,33
1400000US06037551801,6037551801,2017,3857,2171.23,85
1400000US06037603200,6037603200,2017,2777,809.27002,34
1400000US06037134101,6037134101,2017,4922,1162.38,58
1400000US06037296500,6037296500,2017,3910,988.75,48
1400000US06037602513,6037602513,2017,3708,2339.3799,87
1400000US06037400501,6037400501,2017,2667,158.36,2
1400000US06037209820,6037209820,2017,2968,975.87,47
1400000US06037482521,6037482521,2017,5754,405.04001,6
1400000US06037106403,6037106403,2017,3825,732.96997,28
1400000US06037106603,6037106603,2017,2007,3209.3601,96
1400000US06037530500,6037530500,2017,4567,2344.96,88
1400000US06037104610,6037104610,2017,3672,828.15002,36
1400000US06037226420,6037226420,2017,4906,920.81,42
1400000US06037540700,6037540700,2017,3014,2609.3401,91
1400000US06037670416,6037670416,2017,4139,233.75,3
1400000US06037554900,6037554900,2017,6991,702.32001,26
1400000US06037189600,6037189600,2017,3485,2784.6201,93
1400000US06037901300,6037901300,2017,5415,106.43,2
1400000US06037402301,6037402301,2017,5454,2587.02,91
1400000US06037503802,6037503802,2017,5054,502.13,11
1400000US06037204300,6037204300,2017,4787,893.96997,40
1400000US06037650606,6037650606,2017,4239,922.76001,43
1400000US06037183810,6037183810,2017,4369,899.88,41
1400000US06037134303,6037134303,2017,5057,1003.75,49
1400000US06037311801,6037311801,2017,3112,2227.02,86
1400000US06037650607,6037650607,2017,2922,922.76001,43
1400000US06037430902,6037430902,2017,4652,3117.95,96
1400000US06037141600,6037141600,2017,4079,2923.6599,94
1400000US06037191000,6037191000,2017,3228,2554.29,90
1400000US06037603500,6037603500,2017,3074,935.22998,44
1400000US06037404806,6037404806,2017,6076,1697.29,77
1400000US06037115103,6037115103,2017,2776,1059.4399,52
1400000US06037550501,6037550501,2017,2609,2274.4399,86
1400000US06037189102,6037189102,2017,3096,1713.5699,77
1400000US06037533402,6037533402,2017,4105,1312.0601,65
1400000US06037603901,6037603901,2017,3700,2160.6899,85
1400000US06037603902,6037603902,2017,3779,2160.6899,85
1400000US06037701000,6037701000,2017,5431,1419.62,69
1400000US06037535702,6037535702,2017,5522,914.59003,42
1400000US06037224020,6037224020,2017,2789,2838.24,93
1400000US06037137202,6037137202,2017,2296,1719.1,78
1400000US06037113423,6037113423,2017,1607,1209.16,61
1400000US06037602104,6037602104,2017,5579,2054.25,83
1400000US06037199110,6037199110,2017,2710,589.45001,17
1400000US06037127605,6037127605,2017,3549,1554.01,73
1400000US06037432401,6037432401,2017,3795,770.66998,31
1400000US06037113424,6037113424,2017,3936,1209.16,61
1400000US06037901012,6037901012,2017,3722,348.53,4
1400000US06037132102,6037132102,2017,5310,1031.55,51
1400000US06037239601,6037239601,2017,3755,4021.6399,99
1400000US06037106648,6037106648,2017,3890,524.17999,12
1400000US06037137203,6037137203,2017,2967,1719.1,78
1400000US06037408401,6037408401,2017,4289,2728.9299,92
1400000US06037901014,6037901014,2017,5991,348.53,4
1400000US06037901013,6037901013,2017,2831,348.53,4
1400000US06037294410,6037294410,2017,4579,1424.73,69
1400000US06037234502,6037234502,2017,2698,1033.1,51
1400000US06037211410,6037211410,2017,3095,1435.71,70
1400000US06037533902,6037533902,2017,4051,578.32001,16
1400000US06037461300,6037461300,2017,6638,460.89999,8
1400000US06037128801,6037128801,2017,3307,2880.76,94
1400000US06037127803,6037127803,2017,4037,1310.02,65
1400000US06037219700,6037219700,2017,4306,2863.8501,94
1400000US06037237720,6037237720,2017,3153,4110.5298,100
1400000US06037572201,6037572201,2017,6197,1826.5601,80
1400000US06037550502,6037550502,2017,5195,2264.52,86
1400000US06037570403,6037570403,2017,4587,1372.36,68
1400000US06037920018,6037920018,2017,2277,529.85999,12
1400000US06037275603,6037275603,2017,2711,1781.42,79
1400000US06037186301,6037186301,2017,2999,1367.51,67
1400000US06037191120,6037191120,2017,4135,2598.6499,91
1400000US06037601801,6037601801,2017,3789,1015.03,50
1400000US06037555107,6037555107,2017,6084,458.66,8
1400000US06037552200,6037552200,2017,6835,1220.98,61
1400000US06037127910,6037127910,2017,4769,1497.58,72
1400000US06037670326,6037670326,2017,3807,312.35999,4
1400000US06037701702,6037701702,2017,3106,1195.11,60
1400000US06037602506,6037602506,2017,4329,756.94,30
1400000US06037104500,6037104500,2017,3293,910.22998,42
1400000US06037265701,6037265701,2017,3283,1175.26,59
1400000US06037265702,6037265702,2017,1437,1175.26,59
1400000US06037403320,6037403320,2017,5573,592.84003,17
1400000US06037219500,6037219500,2017,1737,1294.03,64
1400000US06037239320,6037239320,2017,3444,1154.0601,58
1400000US06037700700,6037700700,2017,3479,1061.46,53
1400000US06037502401,6037502401,2017,4747,721.53003,27
1400000US06037227020,6037227020,2017,3599,791.01001,33
1400000US06037800205,6037800205,2017,657,3716.4299,99
1400000US06037901102,6037901102,2017,5557,449.25,8
1400000US06037543705,6037543705,2017,3479,443.70001,8
1400000US06037123303,6037123303,2017,3301,1645.29,76
1400000US06037228210,6037228210,2017,3806,619.46997,19
1400000US06037433505,6037433505,2017,4419,883.40997,39
1400000US06037543704,6037543704,2017,3604,443.70001,8
1400000US06037141700,6037141700,2017,3091,1134.29,57
1400000US06037104108,6037104108,2017,5256,1247.0699,62
1400000US06037540101,6037540101,2017,6483,693.12,25
1400000US06037134001,6037134001,2017,3765,1156.52,58
1400000US06037461200,6037461200,2017,4443,426.10999,7
1400000US06037188202,6037188202,2017,2347,1731.76,78
1400000US06037139302,6037139302,2017,4422,3274.78,96
1400000US06037910401,6037910401,2017,6352,916.64001,42
1400000US06037502603,6037502603,2017,3636,2768.52,93
1400000US06037701402,6037701402,2017,6696,1278.79,64
1400000US06037403801,6037403801,2017,6212,538.88,13
1400000US06037502604,6037502604,2017,3509,2768.52,93
1400000US06037106520,6037106520,2017,5837,535.64001,13
1400000US06037481401,6037481401,2017,6061,1095.91,55
1400000US06037405001,6037405001,2017,6170,471.79001,10
1400000US06037111304,6037111304,2017,1549,1084.52,54
1400000US06037533201,6037533201,2017,2805,995.90997,48
1400000US06037920030,6037920030,2017,5818,906.12,41
1400000US06037117302,6037117302,2017,4914,1349.3199,67
1400000US06037111303,6037111303,2017,5538,1084.52,54
1400000US06037123304,6037123304,2017,4687,2333.9199,87
1400000US06037553702,6037553702,2017,5236,1856.48,80
1400000US06037271801,6037271801,2017,3635,3408.01,97
1400000US06037800334,6037800334,2017,4600,1548.47,73
1400000US06037121101,6037121101,2017,2932,1871.37,81
1400000US06037269905,6037269905,2017,2423,854.42999,37
1400000US06037531602,6037531602,2017,4494,1684.33,76
1400000US06037123800,6037123800,2017,5531,1842.38,80
1400000US06037535502,6037535502,2017,4958,0,1
1400000US06037901218,6037901218,2017,600,182.85001,2
1400000US06037190101,6037190101,2017,1674,1702.51,77
1400000US06037204820,6037204820,2017,2274,3666.72,98
1400000US06037226002,6037226002,2017,1604,1929.83,82
1400000US06037190102,6037190102,2017,2807,1702.51,77
1400000US06037231800,6037231800,2017,5303,3307.75,97
1400000US06037216901,6037216901,2017,3251,1039.39,51
1400000US06037432201,6037432201,2017,4542,1009.22,49
1400000US06037501900,6037501900,2017,4267,681.46002,24
1400000US06037216902,6037216902,2017,1809,1039.39,51
1400000US06037543203,6037543203,2017,5563,1604.67,74
1400000US06037602201,6037602201,2017,5596,1982.59,82
1400000US06037901217,6037901217,2017,3605,199.00999,2
1400000US06037533601,6037533601,2017,4484,941.90997,44
1400000US06037601302,6037601302,2017,6856,2061.5901,84
1400000US06037603004,6037603004,2017,1512,810.66998,34
1400000US06037650603,6037650603,2017,3958,610.08002,18
1400000US06037602202,6037602202,2017,1718,1982.59,82
1400000US06037135102,6037135102,2017,3513,994.31,48
1400000US06037433304,6037433304,2017,4726,1737.96,78
1400000US06037461400,6037461400,2017,3204,756.06,30
1400000US06037553801,6037553801,2017,4174,489.54999,11
1400000US06037573101,6037573101,2017,3163,798.54999,33
1400000US06037296300,6037296300,2017,4221,982.17999,47
1400000US06037574201,6037574201,2017,3117,1363.12,67
1400000US06037460302,6037460302,2017,4442,415,6
1400000US06037573102,6037573102,2017,4002,798.54999,33
1400000US06037703003,6037703003,2017,2506,1904.17,81
1400000US06037570703,6037570703,2017,3463,525.59003,12
1400000US06037242100,6037242100,2017,3387,884.62,40
1400000US06037271901,6037271901,2017,3087,3418.1299,97
1400000US06037131023,6037131023,2017,2323,1033.0699,51
1400000US06037131024,6037131024,2017,3375,1033.0699,51
1400000US06037901216,6037901216,2017,8807,133.25999,2
1400000US06037604101,6037604101,2017,3327,1925.47,81
1400000US06037604102,6037604102,2017,3696,1925.47,81
1400000US06037901215,6037901215,2017,554,133.25999,2
1400000US06037901214,6037901214,2017,1104,133.25999,2
1400000US06037550201,6037550201,2017,2700,2159.22,85
1400000US06037553502,6037553502,2017,4183,567.71997,15
1400000US06037302401,6037302401,2017,5944,805.66998,34
1400000US06037571502,6037571502,2017,4661,630.75,20
1400000US06037228320,6037228320,2017,3219,853.40002,37
1400000US06037555106,6037555106,2017,4002,497.79999,11
1400000US06037600201,6037600201,2017,4600,923.32001,43
1400000US06037189300,6037189300,2017,3077,1426.4399,70
1400000US06037533701,6037533701,2017,3934,1274.35,63
1400000US06037125101,6037125101,2017,2717,1459.41,71
1400000US06037208720,6037208720,2017,4179,943.09998,44
1400000US06037125102,6037125102,2017,2714,1459.41,71
1400000US06037481902,6037481902,2017,3355,2726.6399,92
1400000US06037113426,6037113426,2017,5169,1279.45,64
1400000US06037221110,6037221110,2017,3565,1116.37,56
1400000US06037601001,6037601001,2017,2154,657.70001,22
1400000US06037534301,6037534301,2017,4636,662.27002,23
1400000US06037181600,6037181600,2017,4352,653.75,22
1400000US06037574000,6037574000,2017,5277,372.53,5
1400000US06037113425,6037113425,2017,940,1279.45,64
1400000US06037204600,6037204600,2017,4101,2937.8401,94
1400000US06037189907,6037189907,2017,2210,1855.5699,80
1400000US06037201402,6037201402,2017,4311,753.96002,30
1400000US06037575803,6037575803,2017,2837,634.60999,20
1400000US06037504002,6037504002,2017,5383,586.19,16
1400000US06037134305,6037134305,2017,3847,1066.27,53
1400000US06037189906,6037189906,2017,2761,1855.5699,80
1400000US06037219020,6037219020,2017,4798,1117.52,56
1400000US06037603007,6037603007,2017,4203,672.27002,23
1400000US06037131100,6037131100,2017,3252,1334.4399,66
1400000US06037603008,6037603008,2017,2936,672.27002,23
1400000US06037800333,6037800333,2017,1195,1689.59,77
1400000US06037208302,6037208302,2017,4360,978.19,47
1400000US06037201302,6037201302,2017,3732,516.84003,12
1400000US06037115104,6037115104,2017,4444,1015.69,50
1400000US06037113235,6037113235,2017,1602,229.56,3
1400000US06037117520,6037117520,2017,4052,789.48999,33
1400000US06037115401,6037115401,2017,5776,1440.5,70
1400000US06037570902,6037570902,2017,3616,604.16998,18
1400000US06037481603,6037481603,2017,3802,1205.12,61
1400000US06037554513,6037554513,2017,2507,482.20001,10
1400000US06037195803,6037195803,2017,2603,1272.28,63
1400000US06037651222,6037651222,2017,6211,671.31,23
1400000US06037197500,6037197500,2017,3889,2609.04,91
1400000US06037186401,6037186401,2017,3452,1976.1,82
1400000US06037403902,6037403902,2017,4806,1263.61,63
1400000US06037214800,6037214800,2017,2573,1126.66,56
1400000US06037504001,6037504001,2017,5709,584.28003,16
1400000US06037192420,6037192420,2017,3637,1483.05,72
1400000US06037600911,6037600911,2017,3349,1152.26,58
1400000US06037620802,6037620802,2017,3924,758.77002,30
1400000US06037462002,6037462002,2017,3942,770.91998,31
1400000US06037139701,6037139701,2017,4920,2801.55,93
1400000US06037403500,6037403500,2017,1640,2626.3301,91
1400000US06037408800,6037408800,2017,3738,734.94,28
1400000US06037620801,6037620801,2017,3641,758.77002,30
1400000US06037531901,6037531901,2017,6529,861.66998,38
1400000US06037434004,6037434004,2017,2796,2241.1001,86
1400000US06037401705,6037401705,2017,3367,1250.28,62
1400000US06037463900,6037463900,2017,3456,743.28003,29
1400000US06037109700,6037109700,2017,4493,2663.5901,92
1400000US06037311000,6037311000,2017,3755,992.5,48
1400000US06037113301,6037113301,2017,2201,1079.36,54
1400000US06037224701,6037224701,2017,1799,3082.6101,95
1400000US06037127520,6037127520,2017,4045,2683.04,92
1400000US06037224702,6037224702,2017,3021,3082.6101,95
1400000US06037262100,6037262100,2017,3586,927.77002,43
1400000US06037228800,6037228800,2017,5575,502.69,11
1400000US06037294830,6037294830,2017,3707,435.19,7
1400000US06037702801,6037702801,2017,5205,2077.26,84
1400000US06037553503,6037553503,2017,2768,2848.9199,94
1400000US06037536000,6037536000,2017,3720,1341.61,66
1400000US06037531604,6037531604,2017,3580,587.39001,16
1400000US06037209300,6037209300,2017,5021,3177.27,96
1400000US06037265522,6037265522,2017,2788,2434.71,89
1400000US06037218701,6037218701,2017,2430,3231.9399,96
1400000US06037265521,6037265521,2017,1446,2434.71,89
1400000US06037143802,6037143802,2017,2179,1568.8101,73
1400000US06037143801,6037143801,2017,2677,1568.8101,73
1400000US06037123510,6037123510,2017,4753,1315.05,65
1400000US06037577000,6037577000,2017,6995,1076.78,53
1400000US06037120020,6037120020,2017,3917,1384.37,68
1400000US06037462700,6037462700,2017,5471,1904.9,81
1400000US06037481606,6037481606,2017,4871,1152.74,58
1400000US06037242202,6037242202,2017,3253,568.15997,15
1400000US06037242201,6037242201,2017,3301,568.15997,15
1400000US06037187102,6037187102,2017,3254,2074.23,84
1400000US06037576502,6037576502,2017,4543,742.01001,29
1400000US06037217200,6037217200,2017,3905,939.32001,44
1400000US06037128102,6037128102,2017,4795,1511.6,72
1400000US06037234200,6037234200,2017,2376,1383.6899,68
1400000US06037920313,6037920313,2017,5883,2045.98,83
1400000US06037553000,6037553000,2017,4825,2319.22,87
1400000US06037533804,6037533804,2017,4543,1368.5,68
1400000US06037404000,6037404000,2017,4474,1943.54,82
1400000US06037432101,6037432101,2017,4179,729.60999,28
1400000US06037109800,6037109800,2017,4565,2396.6399,88
