geoid,geoid20,year,denom_total_pop,traffic_impacts,traffic_impacts_pctile
1400000US06037119341,6037119341,2021,2890,904.82001,36
1400000US06037554517,6037554517,2021,4510,1397,66
1400000US06037651201,6037651201,2021,5018,805.85999,28
1400000US06037128101,6037128101,2021,3735,1048.8,48
1400000US06037141600,6037141600,2021,4228,2759.78,90
1400000US06037551402,6037551402,2021,4677,1088.67,51
1400000US06037910709,6037910709,2021,2016,992.57001,43
1400000US06037703002,6037703002,2021,6769,2109.8799,81
1400000US06037670001,6037670001,2021,3406,845.62,31
1400000US06037482801,6037482801,2021,4524,3558.99,96
1400000US06037143605,6037143605,2021,2181,2535.21,87
1400000US06037143606,6037143606,2021,1539,2535.21,87
1400000US06037104103,6037104103,2021,3431,2019.0699,79
1400000US06037920048,6037920048,2021,5910,1429.17,67
1400000US06037481201,6037481201,2021,4031,790.31,27
1400000US06037232602,6037232602,2021,4566,832.79999,30
1400000US06037800334,6037800334,2021,4995,1899.47,76
1400000US06037232601,6037232601,2021,2267,832.79999,30
1400000US06037703100,6037703100,2021,6068,958.53998,41
1400000US06037920104,6037920104,2021,2933,2879.21,91
1400000US06037204820,6037204820,2021,2241,3550.7,96
1400000US06037900705,6037900705,2021,3980,1202.95,58
1400000US06037109604,6037109604,2021,3195,2696.23,89
1400000US06037104108,6037104108,2021,6001,1564.36,71
1400000US06037301801,6037301801,2021,5258,1859.76,76
1400000US06037651222,6037651222,2021,6459,984.79999,43
1400000US06037297120,6037297120,2021,2935,453.31,7
1400000US06037206054,6037206054,2021,2354,2360.78,84
1400000US06037206053,6037206053,2021,3321,2360.78,84
1400000US06037186302,6037186302,2021,5096,1477.23,69
1400000US06037139506,6037139506,2021,3085,4086.4399,98
1400000US06037201402,6037201402,2021,4995,706.71997,20
1400000US06037139505,6037139505,2021,2861,4086.4399,98
1400000US06037432001,6037432001,2021,2479,434.17001,6
1400000US06037531202,6037531202,2021,4431,537.79999,10
1400000US06037432002,6037432002,2021,5120,434.17001,6
1400000US06037543502,6037543502,2021,4218,1731.76,73
1400000US06037503501,6037503501,2021,6444,779.78003,26
1400000US06037134901,6037134901,2021,3140,1121.29,53
1400000US06037554203,6037554203,2021,3730,1463.71,69
1400000US06037461000,6037461000,2021,6033,798.73999,28
1400000US06037302103,6037302103,2021,5430,680.07001,18
1400000US06037231720,6037231720,2021,4934,2867.9299,91
1400000US06037482201,6037482201,2021,4076,575.90002,12
1400000US06037402001,6037402001,2021,3294,2291.8101,83
1400000US06037502801,6037502801,2021,6490,4609.8701,99
1400000US06037533702,6037533702,2021,3482,1058.36,49
1400000US06037463900,6037463900,2021,3290,1029.79,46
1400000US06037403321,6037403321,2021,5992,3357.8201,95
1400000US06037920042,6037920042,2021,6990,2176.95,82
1400000US06037553100,6037553100,2021,6770,1747.21,74
1400000US06037501301,6037501301,2021,3080,895.69,35
1400000US06037501302,6037501302,2021,4074,895.69,35
1400000US06037531603,6037531603,2021,3409,589.39001,12
1400000US06037541801,6037541801,2021,6180,2226.02,82
1400000US06037229410,6037229410,2021,3697,706.29999,20
1400000US06037127605,6037127605,2021,4329,1167.0699,57
1400000US06037571201,6037571201,2021,4068,1094.77,51
1400000US06037274202,6037274202,2021,4284,483.23001,8
1400000US06037115204,6037115204,2021,3733,996.92999,44
1400000US06037702002,6037702002,2021,6443,978.73999,42
1400000US06037482702,6037482702,2021,2373,657.58002,17
1400000US06037400501,6037400501,2021,2684,192.2,2
1400000US06037115203,6037115203,2021,2914,996.92999,44
1400000US06037408140,6037408140,2021,3793,1385.16,66
1400000US06037571202,6037571202,2021,4076,1094.77,51
1400000US06037143500,6037143500,2021,5482,1173.2,57
1400000US06037189102,6037189102,2021,3356,1382.72,66
1400000US06037701402,6037701402,2021,5577,1117.62,53
1400000US06037131702,6037131702,2021,3770,1166.11,56
1400000US06037544001,6037544001,2021,3752,1720.9301,73
1400000US06037920030,6037920030,2021,5088,1272,62
1400000US06037212306,6037212306,2021,3413,1021.97,45
1400000US06037271801,6037271801,2021,3071,4534.1001,99
1400000US06037267800,6037267800,2021,2666,2468.3701,85
1400000US06037191810,6037191810,2021,3367,906.87,36
1400000US06037123206,6037123206,2021,2572,953.90997,40
1400000US06037432602,6037432602,2021,4852,989.03998,43
1400000US06037401707,6037401707,2021,7770,680.73999,18
1400000US06037535605,6037535605,2021,4440,703.72998,20
1400000US06037502004,6037502004,2021,4251,1117.39,53
1400000US06037575001,6037575001,2021,3757,986.77002,43
1400000US06037670202,6037670202,2021,2637,1006.16,44
1400000US06037302102,6037302102,2021,5946,1684.1,73
1400000US06037124102,6037124102,2021,3551,1173.71,57
1400000US06037403323,6037403323,2021,5581,2962.4299,92
1400000US06037117301,6037117301,2021,3910,904.45001,36
1400000US06037552302,6037552302,2021,4107,1927.11,77
1400000US06037621301,6037621301,2021,6973,835.64001,30
1400000US06037430802,6037430802,2021,4586,348.10999,4
1400000US06037226702,6037226702,2021,3980,764.51001,25
1400000US06037541606,6037541606,2021,2348,785.42999,26
1400000US06037481002,6037481002,2021,5646,825.07001,30
1400000US06037226701,6037226701,2021,3681,764.51001,25
1400000US06037320300,6037320300,2021,6734,559.91998,11
1400000US06037533806,6037533806,2021,2913,5116.25,100
1400000US06037404804,6037404804,2021,5364,740.56,23
1400000US06037404805,6037404805,2021,2547,740.56,23
1400000US06037534201,6037534201,2021,4768,3172.79,94
1400000US06037481605,6037481605,2021,2831,2706.3,89
1400000US06037461400,6037461400,2021,3119,715.63,21
1400000US06037531101,6037531101,2021,4851,1555.24,70
1400000US06037310701,6037310701,2021,2181,2027.1,79
1400000US06037576503,6037576503,2021,4469,702.21002,20
1400000US06037542103,6037542103,2021,3685,827.44,30
1400000US06037119320,6037119320,2021,4906,1015.25,45
1400000US06037501600,6037501600,2021,8517,853.45001,32
1400000US06037228410,6037228410,2021,3600,700.71002,20
1400000US06037573300,6037573300,2021,4158,660.21997,17
1400000US06037400603,6037400603,2021,5201,381.47,5
1400000US06037275102,6037275102,2021,4357,4331.9102,99
1400000US06037111401,6037111401,2021,4053,793.65997,27
1400000US06037111402,6037111402,2021,4682,793.65997,27
1400000US06037404504,6037404504,2021,5073,800.72998,28
1400000US06037402301,6037402301,2021,5464,3317.5701,95
1400000US06037910807,6037910807,2021,6424,2025.03,79
1400000US06037229200,6037229200,2021,5072,713.66998,21
1400000US06037920043,6037920043,2021,7130,4080.1499,98
1400000US06037104704,6037104704,2021,4321,781.96997,26
1400000US06037405101,6037405101,2021,5617,432.48999,6
1400000US06037409100,6037409100,2021,5507,3867.29,98
1400000US06037403409,6037403409,2021,4615,1307.5699,63
1400000US06037237102,6037237102,2021,3407,4052.9199,98
1400000US06037406103,6037406103,2021,7888,915.46997,37
1400000US06037186203,6037186203,2021,3416,227.03,2
1400000US06037106646,6037106646,2021,3161,3423.48,95
1400000US06037301901,6037301901,2021,3428,2260.8101,83
1400000US06037265602,6037265602,2021,3044,2502.6299,86
1400000US06037401102,6037401102,2021,3896,955.95001,40
1400000US06037570901,6037570901,2021,5752,733.52002,22
1400000US06037301902,6037301902,2021,4764,2260.8101,83
1400000US06037128400,6037128400,2021,4502,3033.53,92
1400000US06037433903,6037433903,2021,3930,552.29999,10
1400000US06037295103,6037295103,2021,5188,1161.9,56
1400000US06037121600,6037121600,2021,2735,1965.22,78
1400000US06037203100,6037203100,2021,4498,1663.61,72
1400000US06037534102,6037534102,2021,6219,1025.61,46
1400000US06037400602,6037400602,2021,4250,515.59003,9
1400000US06037221710,6037221710,2021,2833,3550.1899,96
1400000US06037275313,6037275313,2021,2749,1480.83,69
1400000US06037920041,6037920041,2021,1668,2472.3401,86
1400000US06037275312,6037275312,2021,2310,1480.83,69
1400000US06037920116,6037920116,2021,5481,2401.8701,85
1400000US06037577100,6037577100,2021,7185,769.15002,25
1400000US06037535503,6037535503,2021,2240,870.97998,33
1400000US06037124201,6037124201,2021,3348,874.72998,33
1400000US06037650003,6037650003,2021,3202,2562.8401,87
1400000US06037531000,6037531000,2021,5133,2529.8501,87
1400000US06037670003,6037670003,2021,5707,742.54999,23
1400000US06037574400,6037574400,2021,5474,1441.85,68
1400000US06037503701,6037503701,2021,4840,773.04999,26
1400000US06037262704,6037262704,2021,3561,1429.2,68
1400000US06037603705,6037603705,2021,2776,1115.41,53
1400000US06037571101,6037571101,2021,4402,861.54999,33
1400000US06037603706,6037603706,2021,3833,1115.41,53
1400000US06037104201,6037104201,2021,4569,1319.63,64
1400000US06037532304,6037532304,2021,5524,2842.5601,91
1400000US06037480303,6037480303,2021,4103,668.26001,18
1400000US06037204200,6037204200,2021,3657,842.03998,31
1400000US06037800338,6037800338,2021,6790,803.41998,28
1400000US06037127606,6037127606,2021,3322,3629.28,96
1400000US06037212202,6037212202,2021,3424,999.26001,44
1400000US06037462302,6037462302,2021,3213,2534.9199,87
1400000US06037104105,6037104105,2021,6054,1567.36,71
1400000US06037267600,6037267600,2021,2916,1979.9399,78
1400000US06037294810,6037294810,2021,4278,615.22998,14
1400000US06037570304,6037570304,2021,5094,719.71997,21
1400000US06037541003,6037541003,2021,4462,933.06,39
1400000US06037552900,6037552900,2021,7156,1150.63,56
1400000US06037531901,6037531901,2021,6237,467.89999,7
1400000US06037480202,6037480202,2021,2553,520.62,9
1400000US06037183104,6037183104,2021,2122,714.72998,21
1400000US06037670101,6037670101,2021,4392,1119.84,53
1400000US06037530005,6037530005,2021,3971,3256.1299,94
1400000US06037576801,6037576801,2021,4070,627.54999,15
1400000US06037574000,6037574000,2021,5165,685.40997,19
1400000US06037504101,6037504101,2021,4826,695.21997,20
1400000US06037262601,6037262601,2021,3459,0,1
1400000US06037103201,6037103201,2021,1674,1962.6,78
1400000US06037291120,6037291120,2021,2407,2451.51,85
1400000US06037409000,6037409000,2021,7115,1480.72,69
1400000US06037103202,6037103202,2021,4056,1962.6,78
1400000US06037139504,6037139504,2021,3998,4173.02,99
1400000US06037296500,6037296500,2021,3447,1080.02,50
1400000US06037273902,6037273902,2021,4221,784.91998,26
1400000US06037600302,6037600302,2021,3086,842.32001,31
1400000US06037553201,6037553201,2021,4119,767.03003,25
1400000US06037553202,6037553202,2021,3505,767.03003,25
1400000US06037431501,6037431501,2021,4480,443.79999,7
1400000US06037106649,6037106649,2021,2661,1941.71,77
1400000US06037192610,6037192610,2021,3703,3082.3101,93
1400000US06037651304,6037651304,2021,4852,821.25,29
1400000US06037212702,6037212702,2021,3632,1215.3199,59
1400000US06037400402,6037400402,2021,4305,635.53003,15
1400000US06037277100,6037277100,2021,3100,2835.29,91
1400000US06037462001,6037462001,2021,4460,563.40002,11
1400000US06037137402,6037137402,2021,5365,2550.1599,87
1400000US06037482404,6037482404,2021,2043,1373.11,65
1400000US06037482403,6037482403,2021,2093,1373.11,65
1400000US06037211123,6037211123,2021,1710,956.44,40
1400000US06037191620,6037191620,2021,2532,3347.28,95
1400000US06037533103,6037533103,2021,4385,1105.63,53
1400000US06037211124,6037211124,2021,3925,956.44,40
1400000US06037192420,6037192420,2021,4280,1375.98,66
1400000US06037555212,6037555212,2021,5578,924.47998,38
1400000US06037207501,6037207501,2021,2193,2302.01,83
1400000US06037401706,6037401706,2021,4280,604.25,13
1400000US06037134201,6037134201,2021,4735,1259.09,61
1400000US06037128801,6037128801,2021,3419,4505.9199,99
1400000US06037542900,6037542900,2021,3254,853.34003,32
1400000US06037204600,6037204600,2021,4080,3291.98,94
1400000US06037120400,6037120400,2021,6769,1320.72,64
1400000US06037125310,6037125310,2021,4313,799.39001,28
1400000US06037670102,6037670102,2021,2497,1122.74,54
1400000US06037197600,6037197600,2021,2166,3417.8899,95
1400000US06037226001,6037226001,2021,2615,2429.4199,85
1400000US06037530801,6037530801,2021,5407,1483.37,69
1400000US06037296901,6037296901,2021,4466,428.84,6
1400000US06037294421,6037294421,2021,2891,1232.75,60
1400000US06037535702,6037535702,2021,5638,728.09998,22
1400000US06037143200,6037143200,2021,4085,2866.1399,91
1400000US06037554515,6037554515,2021,3793,762.10999,25
1400000US06037402102,6037402102,2021,4858,1471.34,69
1400000US06037432700,6037432700,2021,5779,1531.86,70
1400000US06037535803,6037535803,2021,4246,699.02002,20
1400000US06037541603,6037541603,2021,3059,810.67999,28
1400000US06037123104,6037123104,2021,4416,695.29999,20
1400000US06037218220,6037218220,2021,3859,1171.41,57
1400000US06037536202,6037536202,2021,3035,2293.27,83
1400000US06037139302,6037139302,2021,5000,4178.02,99
1400000US06037535606,6037535606,2021,2007,1143.0699,55
1400000US06037228100,6037228100,2021,5505,554.91998,11
1400000US06037228600,6037228600,2021,5301,1014.7,45
1400000US06037216800,6037216800,2021,3203,1356.65,65
1400000US06037132102,6037132102,2021,5401,1122.16,54
1400000US06037920343,6037920343,2021,3670,1818.52,75
1400000US06037920342,6037920342,2021,3338,1808.49,75
1400000US06037402405,6037402405,2021,2916,3046.1299,93
1400000US06037211804,6037211804,2021,3221,1426.91,67
1400000US06037134802,6037134802,2021,3244,1100.76,52
1400000US06037602512,6037602512,2021,657,2555.8501,87
1400000US06037134801,6037134801,2021,3155,1100.76,52
1400000US06037134303,6037134303,2021,5942,911.92999,37
1400000US06037901008,6037901008,2021,2744,1141.6801,55
1400000US06037533002,6037533002,2021,1603,1078.4,50
1400000US06037311200,6037311200,2021,3171,765.34998,25
1400000US06037433200,6037433200,2021,6266,2094.03,80
1400000US06037239602,6037239602,2021,4016,3411.1101,95
1400000US06037602506,6037602506,2021,4297,1012.05,45
1400000US06037533803,6037533803,2021,6374,1209.23,59
1400000US06037536201,6037536201,2021,5128,2499.73,86
1400000US06037402602,6037402602,2021,4093,1794.4301,74
1400000US06037650802,6037650802,2021,2728,1143.12,55
1400000US06037402601,6037402601,2021,3397,1794.4301,74
1400000US06037139801,6037139801,2021,3488,531.76001,10
1400000US06037218300,6037218300,2021,5290,923.71997,38
1400000US06037650801,6037650801,2021,3689,1143.12,55
1400000US06037101400,6037101400,2021,3458,2583.4299,87
1400000US06037402903,6037402903,2021,4363,359.56,4
1400000US06037481606,6037481606,2021,5013,994.81,44
1400000US06037461200,6037461200,2021,4535,328.91,4
1400000US06037297502,6037297502,2021,2226,381.20001,5
1400000US06037106641,6037106641,2021,2372,238.56,3
1400000US06037651002,6037651002,2021,4702,883.75,34
1400000US06037297501,6037297501,2021,2461,381.20001,5
1400000US06037535604,6037535604,2021,4476,992.15997,43
1400000US06037531301,6037531301,2021,4824,3107.51,93
1400000US06037534804,6037534804,2021,3736,805.13,28
1400000US06037131801,6037131801,2021,3072,900.72998,36
1400000US06037542601,6037542601,2021,3295,879.76001,34
1400000US06037481500,6037481500,2021,4489,1488.98,69
1400000US06037293302,6037293302,2021,5082,1180.4,57
1400000US06037131802,6037131802,2021,3085,900.72998,36
1400000US06037190101,6037190101,2021,1664,1584.23,71
1400000US06037540400,6037540400,2021,2109,2623.5701,88
1400000US06037190102,6037190102,2021,2789,1584.23,71
1400000US06037433103,6037433103,2021,6921,1687.1899,73
1400000US06037463602,6037463602,2021,6057,880.40002,34
1400000US06037650102,6037650102,2021,2211,3408.3701,95
1400000US06037403328,6037403328,2021,4053,3630.03,96
1400000US06037553502,6037553502,2021,4066,898.35999,35
1400000US06037980025,6037980025,2021,1618,2507.97,86
1400000US06037125402,6037125402,2021,5040,2571.53,87
1400000US06037432901,6037432901,2021,3727,2135.52,81
1400000US06037404301,6037404301,2021,5503,1553.33,70
1400000US06037550700,6037550700,2021,6104,2577.73,87
1400000US06037920031,6037920031,2021,4507,1282.1,62
1400000US06037183510,6037183510,2021,2577,229.53999,3
1400000US06037543306,6037543306,2021,6230,2507.97,86
1400000US06037573601,6037573601,2021,6450,914.54999,37
1400000US06037128210,6037128210,2021,5008,1257.75,61
1400000US06037463400,6037463400,2021,5787,607.32001,13
1400000US06037231800,6037231800,2021,5436,2446.7,85
1400000US06037602103,6037602103,2021,6650,1625,72
1400000US06037576802,6037576802,2021,4061,660.5,17
1400000US06037406602,6037406602,2021,5198,662.45001,17
1400000US06037408139,6037408139,2021,4536,435.39999,6
1400000US06037574902,6037574902,2021,5549,1022.96,46
1400000US06037920339,6037920339,2021,7556,2055.8899,80
1400000US06037302302,6037302302,2021,5337,987.52002,43
1400000US06037134522,6037134522,2021,4167,1012.15,45
1400000US06037293304,6037293304,2021,4832,1252.66,61
1400000US06037431400,6037431400,2021,4202,768.41998,25
1400000US06037134305,6037134305,2021,4183,1127.87,54
1400000US06037311400,6037311400,2021,2300,982.53998,42
1400000US06037208301,6037208301,2021,2148,1088.53,51
1400000US06037406300,6037406300,2021,6770,1867.87,76
1400000US06037570701,6037570701,2021,7372,933.09003,39
1400000US06037406000,6037406000,2021,5206,731.53003,22
1400000US06037239320,6037239320,2021,4086,1040.8,47
1400000US06037296220,6037296220,2021,4447,503.35999,8
1400000US06037402904,6037402904,2021,3705,2512.53,86
1400000US06037577700,6037577700,2021,4865,2626.6699,88
1400000US06037601501,6037601501,2021,3918,2987.8101,92
1400000US06037480304,6037480304,2021,4506,806.81,28
1400000US06037294120,6037294120,2021,2687,1141.66,55
1400000US06037432401,6037432401,2021,3711,1051.02,48
1400000US06037530302,6037530302,2021,6849,1911.1801,77
1400000US06037211420,6037211420,2021,3573,1085.1899,51
1400000US06037221110,6037221110,2021,3705,1278.2,62
1400000US06037532101,6037532101,2021,6747,809.56,28
1400000US06037113423,6037113423,2021,1899,1076.9301,50
1400000US06037432501,6037432501,2021,3110,1099.04,52
1400000US06037203602,6037203602,2021,2130,2936.04,92
1400000US06037264102,6037264102,2021,2998,1158.86,56
1400000US06037203601,6037203601,2021,3146,2936.04,92
1400000US06037573102,6037573102,2021,4216,812.52002,29
1400000US06037432502,6037432502,2021,5113,1099.7,52
1400000US06037134720,6037134720,2021,5074,1103.5601,52
1400000US06037573101,6037573101,2021,3331,812.52002,29
1400000US06037482202,6037482202,2021,5087,370.44,5
1400000US06037224420,6037224420,2021,2637,3366.1899,95
1400000US06037113424,6037113424,2021,4651,1076.9301,50
1400000US06037212800,6037212800,2021,3543,1030.4,47
1400000US06037503000,6037503000,2021,5606,738.85999,22
1400000US06037408401,6037408401,2021,4389,3473.3999,96
1400000US06037407802,6037407802,2021,3476,1032.2,47
1400000US06037117405,6037117405,2021,3574,3378.9199,95
1400000US06037123010,6037123010,2021,4027,670.96997,18
1400000US06037189600,6037189600,2021,3890,3466.1499,96
1400000US06037535300,6037535300,2021,6524,854.01001,32
1400000US06037572301,6037572301,2021,3804,2260.55,83
1400000US06037199900,6037199900,2021,2692,2434.4099,85
1400000US06037127604,6037127604,2021,3157,2276.98,83
1400000US06037910721,6037910721,2021,4106,609.01001,14
1400000US06037910720,6037910720,2021,3549,609.01001,14
1400000US06037554522,6037554522,2021,4944,1843.12,76
1400000US06037554801,6037554801,2021,2744,3761.54,97
1400000US06037900805,6037900805,2021,4916,849.76001,32
1400000US06037602513,6037602513,2021,3968,2629.1399,88
1400000US06037111202,6037111202,2021,5169,586.46002,12
1400000US06037302505,6037302505,2021,4376,989.40997,43
1400000US06037109100,6037109100,2021,2797,2123.3701,81
1400000US06037271400,6037271400,2021,3743,840.28003,31
1400000US06037218900,6037218900,2021,6149,4031.1699,98
1400000US06037534403,6037534403,2021,2843,956.65002,41
1400000US06037214700,6037214700,2021,2414,1122.29,54
1400000US06037482701,6037482701,2021,4323,2425.45,85
1400000US06037217200,6037217200,2021,4156,1183.14,57
1400000US06037481101,6037481101,2021,4513,590.16998,12
1400000US06037117303,6037117303,2021,3754,1190.7,58
1400000US06037187300,6037187300,2021,3597,2607.9399,88
1400000US06037553300,6037553300,2021,3214,913.66998,37
1400000US06037536104,6037536104,2021,3900,2127.78,81
1400000US06037132900,6037132900,2021,3885,915.52002,37
1400000US06037242100,6037242100,2021,3536,963.53003,41
1400000US06037910212,6037910212,2021,4051,1361.01,65
1400000US06037600801,6037600801,2021,3199,1061.9399,49
1400000US06037910211,6037910211,2021,1169,1361.01,65
1400000US06037404203,6037404203,2021,4252,2312.01,83
1400000US06037302503,6037302503,2021,4290,789.59998,27
1400000US06037910716,6037910716,2021,5770,1255.92,61
1400000US06037575201,6037575201,2021,4772,662.62,17
1400000US06037294701,6037294701,2021,3099,632.75,15
1400000US06037502700,6037502700,2021,6919,1844.61,76
1400000US06037603400,6037603400,2021,4113,911.98999,37
1400000US06037404701,6037404701,2021,5729,4183.9502,99
1400000US06037920029,6037920029,2021,5894,879.53998,34
1400000US06037534405,6037534405,2021,4351,1158.13,56
1400000US06037197420,6037197420,2021,3564,3145.78,93
1400000US06037239802,6037239802,2021,5461,1104.59,52
1400000US06037901101,6037901101,2021,5519,333.79999,4
1400000US06037209201,6037209201,2021,1859,2460.1899,85
1400000US06037540000,6037540000,2021,5650,3497.51,96
1400000US06037920313,6037920313,2021,4719,3623.7,96
1400000US06037701601,6037701601,2021,4150,606.87,13
1400000US06037403404,6037403404,2021,2645,519.58002,9
1400000US06037480902,6037480902,2021,4049,937.31,39
1400000US06037402002,6037402002,2021,4125,1868.53,76
1400000US06037209202,6037209202,2021,2686,2460.1899,85
1400000US06037267406,6037267406,2021,2444,1022.6,46
1400000US06037207304,6037207304,2021,574,669.77002,18
1400000US06037432802,6037432802,2021,5077,2292.79,83
1400000US06037207305,6037207305,2021,2316,669.77002,18
1400000US06037267405,6037267405,2021,2428,1022.6,46
1400000US06037106510,6037106510,2021,5823,2863.8501,91
1400000US06037207303,6037207303,2021,2021,669.77002,18
1400000US06037104204,6037104204,2021,3679,1529,70
1400000US06037543501,6037543501,2021,7457,2418.76,85
1400000US06037143603,6037143603,2021,2392,2388.53,84
1400000US06037433505,6037433505,2021,4500,655.33002,16
1400000US06037128703,6037128703,2021,2896,3425.3401,95
1400000US06037702803,6037702803,2021,3063,937.06,39
1400000US06037206052,6037206052,2021,807,2089.21,80
1400000US06037128704,6037128704,2021,2914,3425.3401,95
1400000US06037199202,6037199202,2021,3155,1213.5699,59
1400000US06037206051,6037206051,2021,3256,2089.21,80
1400000US06037701802,6037701802,2021,4645,1645.67,72
1400000US06037552100,6037552100,2021,6624,754.71997,24
1400000US06037701602,6037701602,2021,3987,917.62,37
1400000US06037123510,6037123510,2021,4795,983.47998,42
1400000US06037535603,6037535603,2021,3998,1022.73,46
1400000US06037300400,6037300400,2021,5986,1736.55,74
1400000US06037183820,6037183820,2021,3445,1790.3199,74
1400000US06037311100,6037311100,2021,4183,915.21997,37
1400000US06037541700,6037541700,2021,6638,2827.8799,90
1400000US06037106648,6037106648,2021,4546,607.75,14
1400000US06037463200,6037463200,2021,3563,519.78003,9
1400000US06037124600,6037124600,2021,2691,2582.8799,87
1400000US06037211201,6037211201,2021,2562,890.97998,35
1400000US06037132501,6037132501,2021,4566,1216.45,59
1400000US06037403316,6037403316,2021,6757,3036.1799,92
1400000US06037311500,6037311500,2021,5828,1058.64,49
1400000US06037670328,6037670328,2021,4730,791.19,27
1400000US06037131200,6037131200,2021,3417,597.82001,13
1400000US06037227010,6037227010,2021,5705,832.56,30
1400000US06037408135,6037408135,2021,3882,1122.12,54
1400000US06037402304,6037402304,2021,4057,565.19,11
1400000US06037183103,6037183103,2021,4355,1266.6,62
1400000US06037463601,6037463601,2021,5988,775.09998,26
1400000US06037533403,6037533403,2021,2848,1223.86,59
1400000US06037542106,6037542106,2021,3369,2336.3999,84
1400000US06037701801,6037701801,2021,7001,1867.49,76
1400000US06037199300,6037199300,2021,4202,1929.75,77
1400000US06037189202,6037189202,2021,2396,1110.91,53
1400000US06037125600,6037125600,2021,2811,2390.3401,84
1400000US06037406801,6037406801,2021,4866,1891.49,76
1400000US06037430501,6037430501,2021,4030,223.82001,2
1400000US06037134710,6037134710,2021,5836,1038.58,47
1400000US06037109603,6037109603,2021,4297,1789.45,74
1400000US06037500300,6037500300,2021,3050,3752.6599,97
1400000US06037540101,6037540101,2021,6743,661.38,17
1400000US06037501503,6037501503,2021,5280,542.28998,10
1400000US06037401705,6037401705,2021,3653,1961.3101,78
1400000US06037102105,6037102105,2021,1905,2648.1101,88
1400000US06037577800,6037577800,2021,4224,4710.9102,99
1400000US06037135113,6037135113,2021,3485,785.19,26
1400000US06037123304,6037123304,2021,4362,2529.1499,86
1400000US06037703003,6037703003,2021,2767,2558.3301,87
1400000US06037601302,6037601302,2021,7333,1847.65,76
1400000US06037195500,6037195500,2021,5548,2922.9299,92
1400000US06037189300,6037189300,2021,3117,1188.13,58
1400000US06037192002,6037192002,2021,2597,1048.65,48
1400000US06037405201,6037405201,2021,4933,509.57999,9
1400000US06037134306,6037134306,2021,4305,1056.23,49
1400000US06037115202,6037115202,2021,5684,1341.24,64
1400000US06037431900,6037431900,2021,4112,559.08002,11
1400000US06037405701,6037405701,2021,3862,708.76001,20
1400000US06037228220,6037228220,2021,4375,755.72998,24
1400000US06037405102,6037405102,2021,5639,651.07001,16
1400000US06037901013,6037901013,2021,2813,492.48999,8
1400000US06037213202,6037213202,2021,3942,1193.13,58
1400000US06037901014,6037901014,2021,5952,492.48999,8
1400000US06037901012,6037901012,2021,3698,492.48999,8
1400000US06037408625,6037408625,2021,4214,818.89001,29
1400000US06037576402,6037576402,2021,5015,777.48999,26
1400000US06037535607,6037535607,2021,4946,848.28003,31
1400000US06037602511,6037602511,2021,3494,1207.1899,59
1400000US06037403601,6037403601,2021,6690,2307.3,83
1400000US06037187102,6037187102,2021,3739,2406.04,85
1400000US06037137203,6037137203,2021,3394,2055.99,80
1400000US06037602510,6037602510,2021,3469,1191.17,58
1400000US06037501001,6037501001,2021,2455,3764.0901,97
1400000US06037433601,6037433601,2021,5066,2352.79,84
1400000US06037137202,6037137202,2021,2627,2055.99,80
1400000US06037109400,6037109400,2021,3903,2243.4299,82
1400000US06037222500,6037222500,2021,5120,1088.67,51
1400000US06037117101,6037117101,2021,5224,1142.8101,55
1400000US06037408006,6037408006,2021,3344,949.13,40
1400000US06037205110,6037205110,2021,3904,752.21002,24
1400000US06037552001,6037552001,2021,4188,1089.67,51
1400000US06037575901,6037575901,2021,3553,784.79999,26
1400000US06037602104,6037602104,2021,6239,2579.5601,87
1400000US06037533501,6037533501,2021,3051,535.26001,10
1400000US06037302504,6037302504,2021,4273,734.62,22
1400000US06037406413,6037406413,2021,6868,1374.75,66
1400000US06037216402,6037216402,2021,2521,1668.33,73
1400000US06037405001,6037405001,2021,6029,555.02002,11
1400000US06037576301,6037576301,2021,4165,682.64001,19
1400000US06037577000,6037577000,2021,7288,1080.74,51
1400000US06037482303,6037482303,2021,6156,2199.76,82
1400000US06037503802,6037503802,2021,4900,680.88,19
1400000US06037188300,6037188300,2021,3800,2079.0601,80
1400000US06037111205,6037111205,2021,3869,889.13,35
1400000US06037311000,6037311000,2021,3641,1064.9301,49
1400000US06037183222,6037183222,2021,3493,575.78998,12
1400000US06037530202,6037530202,2021,4348,1776.75,74
1400000US06037231601,6037231601,2021,2483,1107.05,53
1400000US06037231602,6037231602,2021,2449,1107.05,53
1400000US06037231603,6037231603,2021,2489,1107.05,53
1400000US06037226420,6037226420,2021,5531,916.77002,37
1400000US06037502603,6037502603,2021,3531,3281.8899,94
1400000US06037502604,6037502604,2021,3408,3281.8899,94
1400000US06037531604,6037531604,2021,3775,677.56,18
1400000US06037201503,6037201503,2021,3364,1179.01,57
1400000US06037131400,6037131400,2021,6367,880.73999,34
1400000US06037533602,6037533602,2021,5546,849.34998,32
1400000US06037191710,6037191710,2021,2937,1296.87,63
1400000US06037552400,6037552400,2021,2423,2027.87,79
1400000US06037481001,6037481001,2021,4369,916.04999,37
1400000US06037550301,6037550301,2021,5512,4069.95,98
1400000US06037106604,6037106604,2021,5068,2978.6599,92
1400000US06037104310,6037104310,2021,4962,2365.6599,84
1400000US06037186403,6037186403,2021,2698,1901.0699,77
1400000US06037224010,6037224010,2021,2845,2299.0801,83
